timepoint_id,timepoint_code,timepoint_name,timepoint_desc,timepoint_lat,timepoint_lon,zone_id,timepoint_url,location_type,parent_station,timepoint_timezone,wheelchair_boarding
48634,1215,"8100 Alban Rd",,38.735882,-77.194769,,,,,,1
48638,1656,"Commerce St and Brandon Ave",,38.782101,-77.182033,,,,,,1
48639,1838,"Elden St and Laurel Way",,38.966496,-77.367307,,,,,,1
48640,2633,"Lee Jackson Hwy and Muirfield La",,38.881158,-77.397277,,,,,,1
48641,2654,"Lorton Rd and Sanger St",,38.704595,-77.226846,,,,,,1
48642,2662,"Leesburg Pike and Colvin Run Rd (West)",,38.974351,-77.304248,,,,,,1
48650,4083,"Lee Jackson Hwy and Highland Oaks Dr",,38.880300,-77.395032,,,,,,1
48651,4225,"Lee Jackson Hwy and Westfax Dr",,38.903352,-77.454417,,,,,,1
48652,4699,"Alban Rd and Alban Station Ct",,38.733313,-77.196405,,,,,,1
48653,4702,"Alban Rd and Alban Station Ct",,38.733818,-77.196113,,,,,,1
48654,5402,"Dolley Madison and Old Meadow",,38.923981,-77.210116,,,,,,0
48656,5538,"McLean Metro",,38.924672,-77.209096,,,,,,1
48659,5831,"Gunston Plaza",,38.703605,-77.209491,,,,,,1
48661,6140,"Dulles Airport",,38.953619,-77.446294,,,,,,1
48666,6179,"Fullerton Rd and Angus Ct",,38.742736,-77.203543,,,,,,1
48667,6231,"Trap Rd and Gelding La",,38.932543,-77.266344,,,,,,1
53829,4313,"Wolf Trap Filene Center",,38.937325,-77.265880,,,,,,1
54229,6315,"Spring Hill Rd and Tyco Rd",,38.930822,-77.234435,,,,,,1
54230,6325,"Woodburn Rd and Wellness Blvd",,38.854672,-77.225272,,,,,,1
54231,6306,"Lawyers Rd and Margaret Thomas La",,38.917254,-77.377116,,,,,,1
54232,6317,"Centreville Rd and Lowe St",,38.901749,-77.425201,,,,,,1
54233,6320,"Herndon Pkwy and Queens Row St N",,38.977111,-77.371142,,,,,,1
54234,6331,"Richmond Hy and Belvoir Rd",,38.711950,-77.143546,,,,,,0
54235,6314,"Spring Hill Rd and Tyco Rd",,38.930417,-77.234837,,,,,,1
54239,6312,"Telegraph Rd and Belvoir View Pl",,38.722214,-77.188541,,,,,,0
54240,6316,"Centreville Rd and Lowe St",,38.902584,-77.424128,,,,,,1
54243,6311,"Town Center Pkwy and Bluemont Way",,38.957072,-77.362699,,,,,,1
54244,6313,"Telegraph Rd and Belvoir View Pl",,38.722019,-77.188419,,,,,,0
54245,6337,"Soapstone Dr and Green Watch Way",,38.934529,-77.345978,,,,,,1
54246,6336,"209 Elden St",,38.966900,-77.371755,,,,,,1
57108,2269,"Hanover Ave and Greenville Pl",,38.791450,-77.195690,,,,,,1
57109,2270,"Hanover Ave and Highland St",,38.793375,-77.195810,,,,,,1
57110,2289,"Highland St and Gloucester Ave",,38.792460,-77.192750,,,,,,1
57111,899,"Fort Hunt Rd and Collingwood Rd",,38.733210,-77.055640,,,,,,1
57915,5879,"River Birch Rd and Legacy Cir",,38.948203,-77.419608,,,,,,1
57916,5628,"Fairfax County Pkwy and Tuckaway Dr",,38.900279,-77.404877,,,,,,1
57918,5880,"River Birch Rd and Legacy Cir",,38.948050,-77.419793,,,,,,1
57919,6342,"Richmond Hwy and Groveton St",,38.768506,-77.082725,,,,,,0
57920,6324,"Woodburn Rd and Wellness Blvd",,38.854503,-77.225079,,,,,,1
57921,4739,"Telegraph Rd and Virginia Hills Ave",,38.782556,-77.102359,,,,,,1
57922,4010,"Reston Town Ctr",,38.956966,-77.359275,,,,,,1
57923,4011,"Reston Town Ctr Bay H",,38.957021,-77.359064,,,,,,1
57924,5966,"Reston Town Ctr Bay F",,38.956920,-77.359490,,,,,,1
57925,5969,"Reston Town Ctr Bay D",,38.956811,-77.359803,,,,,,1
57926,5970,"Reston Town Ctr Bay C",,38.956875,-77.359546,,,,,,1
57927,5971,"Reston Town Ctr Bay B",,38.956916,-77.359345,,,,,,1
57928,5972,"Reston Town Ctr",,38.956972,-77.359115,,,,,,0
57929,6338,"Franconia-Springfield Metro",,38.766975,-77.167846,,,,,,0
57930,6340,"Franconia-Springfield Metro Bay K",,38.767027,-77.167743,,,,,,1
57931,6341,"Franconia-Springfield Metro",,38.767081,-77.167578,,,,,,1
57932,6343,"Vienna Metro",,38.876925,-77.272697,,,,,,1
57933,980,"Richmond Hwy and Dawn Dr",,38.775767,-77.080268,,,,,,0
57934,1559,"Cinder Bed and 8520 Cinder Bed R",,38.726817,-77.188943,,,,,,0
57936,1595,"Centreville Rd and Kinross Cir",,38.919782,-77.418670,,,,,,1
57938,1889,"Franklin Farm Rd and Dower House Dr",,38.907536,-77.385515,,,,,,1
57939,1933,"Fair Lakes Pkwy and Fair Lakes Ct",,38.860354,-77.377901,,,,,,1
57940,2383,"Herndon Pkwy and Sterling Rd",,38.974884,-77.404868,,,,,,1
57942,2388,"Herndon Pkwy and Spring St",,38.958640,-77.374450,,,,,,1
57943,2812,"Monument Dr and Park Vista Blvd",,38.853992,-77.349915,,,,,,1
57944,3143,"Richmond Hwy and Dawn Dr",,38.775198,-77.080885,,,,,,0
57945,3187,"Richmond Hwy and Sherwood Hall La",,38.742763,-77.085404,,,,,,1
57946,3627,"Temporary Rd and Reston Pkwy",,38.960299,-77.353827,,,,,,1
57949,5401,"Tysons Corner Metro",,38.919874,-77.223065,,,,,,1
57953,6154,"Fort Belvoir North Area",,38.755546,-77.195935,,,,,,1
57954,6158,"New Guinea Rd and Colony View Dr",,38.799761,-77.300745,,,,,,1
58306,6137,"Belvoir Rd and 6Th St",,38.703470,-77.141180,,,,,,1
75722,2101,"Gallows Rd and Lee Hwy",,38.873691,-77.226829,,,,,,1
76441,3886,"3700 Joseph Siewick Dr",,38.883897,-77.381925,,,,,,1
76442,2487,"King Centre Dr and Sir Viceroy Dr",,38.769613,-77.132710,,,,,,1
76443,6439,"Kingstowne Village Pkwy and Cross Gate La",,38.755745,-77.147175,,,,,,1
76445,5888,"West Ox Rd and Thomson Rd",,38.890701,-77.378700,,,,,,1
76446,5961,"Lorton Vre Bay C",,38.714734,-77.214581,,,,,,1
76447,3865,"Fleet Dr and Gravel Ave",,38.772153,-77.153896,,,,,,1
76448,6454,"Town Center Shopping Ctr",,39.013594,-77.372784,,,,,,1
76449,2144,"Glade Dr and Breton Ct",,38.934731,-77.361324,,,,,,1
76450,6422,"Backlick Rd and Forest View Dr",,38.761472,-77.184337,,,,,,1
76452,6418,"Arlington Dr and Arlington Dr",,38.757987,-77.078262,,,,,,1
76453,6392,"Ring Rd and Saffold Way",,38.971515,-77.326691,,,,,,1
76454,6396,"Hunt Club Rd and Ring Rd",,38.970749,-77.323224,,,,,,1
76456,685,"Broadmoor St and Telegraph Rd",,38.748580,-77.142240,,,,,,1
76457,6431,"Southrun Rd and White Feather Ct",,38.728310,-77.242058,,,,,,1
76458,4322,"Richmond Hwy and Woodlawn Ct",,38.721900,-77.122850,,,,,,0
76459,6455,"Braddock Rd and Ox Rd",,38.826610,-77.314799,,,,,,1
76461,6424,"Kingstowne Village Pkwy and King Centre Dr",,38.767353,-77.140446,,,,,,1
76462,6404,"New Dominion Pkwy and Explorer St",,38.960652,-77.361000,,,,,,1
76463,6395,"Lake Fairfax Dr and Hunt Club Rd",,38.974054,-77.319598,,,,,,1
76464,5834,"Temporary Rd and North Shore Dr",,38.959987,-77.351442,,,,,,1
76465,6409,"Cedar Ridge Apt",,38.965416,-77.328188,,,,,,1
76466,6377,"5900 Trinity Pkwy",,38.840876,-77.441030,,,,,,1
76467,4747,"Pole Rd and Highland Ln",,38.730240,-77.120280,,,,,,1
76468,6382,"Vernon View Dr and Danewood Dr",,38.717752,-77.062710,,,,,,1
76469,6353,"Fortnightly Blvd and Branch Dr",,38.972286,-77.387281,,,,,,1
76470,4723,"Newington Frst Ave and Winding Way Ct",,38.738388,-77.243576,,,,,,1
76471,6430,"Pohick Rd and Southrun Rd",,38.736633,-77.226219,,,,,,1
76472,6485,"Wiehle Metro Bay J",,38.948443,-77.338757,,,,,,1
76473,6421,"Backlick Rd and Forest View Dr",,38.761606,-77.183955,,,,,,1
76474,6419,"Harrison La and Polins Ct",,38.765482,-77.094056,,,,,,1
76475,5762,"15Th St S and Hayes St S",,38.860573,-77.059471,,,,,,1
76476,6432,"Pohick Rd and Gambrill Ct",,38.743109,-77.233442,,,,,,1
76478,4716,"Southrun Rd and Pohick Rd",,38.735397,-77.226163,,,,,,1
76479,4715,"Southrun Rd and Grandview Ct",,38.731693,-77.227551,,,,,,1
76480,6378,"Sunrise Valley Dr and Field Point Rd",,38.953740,-77.410989,,,,,,1
76481,1331,"Beulah St and Burnett St",,38.776360,-77.148490,,,,,,1
76482,1721,"Crown Royal Dr and Founders Hill Dr",,38.790962,-77.139339,,,,,,1
76483,5833,"Lorton Market St and Lorton Station South",,38.701585,-77.221644,,,,,,1
76484,6393,"Soapstone Dr and Lawyers Rd",,38.921462,-77.346575,,,,,,1
76486,4307,"West Ox Rd and Thompson Rd",,38.890900,-77.379097,,,,,,1
76487,4722,"Newington Forest Ave and Athena St",,38.740247,-77.240486,,,,,,1
76488,6386,"Tamarind St and Janna Lee Ave",,38.740634,-77.096068,,,,,,1
76489,6417,"North Kings Hwy and Poag St",,38.782596,-77.078477,,,,,,1
76490,2331,"Hooes Rd and Scott St",,38.741690,-77.251140,,,,,,1
76491,4740,"Telegraph Rd and Hillview Ave",,38.784220,-77.098000,,,,,,1
76492,6415,"Cranston St and Gunstin Cove Rd",,38.693445,-77.219781,,,,,,1
76493,6411,"Franconia Rd West and Pioneer Dr",,38.778390,-77.174779,,,,,,1
76494,5013,"Braddock Rd and Carlbern Dr",,38.860880,-77.456260,,,,,,1
76495,6237,"Maple Ave and Lewis St Northwest",,38.895759,-77.272244,,,,,,1
76496,5991,"7100 Columbia Pike",,38.832794,-77.190429,,,,,,1
76497,6442,"King Ctr Dr and Van Dorn St S",,38.771951,-77.131922,,,,,,1
76498,2947,"Old Keene Mill Rd and Bardu Ave",,38.779240,-77.222226,,,,,,1
76499,6365,"Tysons Blvd and Park Run Dr",,38.926466,-77.227253,,,,,,1
76500,6168,"Grainger Ct and Boston Blvd",,38.739776,-77.201038,,,,,,1
76502,6397,"Ring Rd and Westhills La",,38.972097,-77.324100,,,,,,1
76504,6038,"Sacramento Dr and Woodlawn Manor Ct",,38.726776,-77.130477,,,,,,1
76505,6350,"Elden St and Post Rd",,38.967643,-77.375426,,,,,,1
76506,3853,"Beulah St and Walhaven Dr",,38.777965,-77.147243,,,,,,1
76507,5909,"Walney Rd and Vernon St",,38.892516,-77.432116,,,,,,1
76509,2480,"3700 Joseph Siewick Dr",,38.883940,-77.382099,,,,,,1
76510,3137,"Richmond Hwy and Cherwek Dr",,38.699978,-77.211258,,,,,,1
76511,4063,"Armistead Rd and Pohick River",,38.703503,-77.209567,,,,,,1
76512,6484,"Wiehle Metro Bay H",,38.948388,-77.338572,,,,,,1
76513,6358,"Nutley St and Maple Ave",,38.893994,-77.273756,,,,,,1
76514,6354,"Sunrise Valley Dr and Dulles View Dr N",,38.952297,-77.426686,,,,,,1
76515,5919,"Sully Park Dr and Flower Hill Dr",,38.850315,-77.456035,,,,,,1
76516,4201,"Gothwaite Dr and Billingsgate La",,38.841594,-77.457687,,,,,,1
76517,3450,"Summer Ridge Rd and Buxton Ct",,38.762320,-77.136670,,,,,,1
76518,6444,"Van Dorn St S and Greendale Village Dr",,38.772610,-77.131652,,,,,,1
76519,6434,"Pohick Rd and Gambrill Ct",,38.742998,-77.233704,,,,,,1
76521,5825,"Backlick Rd and Rhoden Ct",,38.795990,-77.186169,,,,,,1
76522,6371,"West Ox Rd and Fair Lakes Pkwy",,38.859684,-77.371350,,,,,,1
76523,6480,"Wiehle Metro Bay D",,38.948471,-77.338272,,,,,,1
76524,5917,"Old Centreville Rd and Sunset Ridge Rd",,38.831731,-77.431773,,,,,,1
76525,5884,"Rugby Rd and Portloe Ter",,38.878700,-77.387604,,,,,,1
76526,6015,"Post Dr and Elden St",,38.966802,-77.375597,,,,,,1
76527,5848,"Franconia Rd and Fleet Dr",,38.779892,-77.155848,,,,,,1
76531,5905,"Lee Rd and Lee Jackson Hwy",,38.898473,-77.446796,,,,,,1
76532,4710,"Southrun Rd and Rocky Knob Ct",,38.728441,-77.244717,,,,,,1
76533,6356,"Worldgate Dr and Alton Sq",,38.954795,-77.394820,,,,,,1
76536,6398,"10742 Sunset Hills Rd",,38.947800,-77.318679,,,,,,1
76538,5404,"Dolley Madison Blvd and Colshire",,38.925107,-77.207634,,,,,,0
76539,1726,"Crown Royal Dr and Highdale Cir",,38.791014,-77.139126,,,,,,1
76540,5960,"Lorton Vre Bay B",,38.714773,-77.214484,,,,,,0
76541,6483,"Wiehle Metro Bay G",,38.948309,-77.338365,,,,,,0
76542,5803,"Walnut Branch Rd and Ffx County Pkwy",,38.975392,-77.360816,,,,,,1
76543,5014,"Braddock Rd and Carlburn Dr",,38.860420,-77.455420,,,,,,1
76544,2957,"Old Keene Mill Rd and Hastings St",,38.777449,-77.197300,,,,,,1
76545,6453,"Spring Mall Dr and Loisdale Rd",,38.772170,-77.179299,,,,,,0
76547,6352,"Station St and W+Od Tr",,38.970279,-77.386179,,,,,,1
76548,6441,"Kingstowne Village Pkwy and Cross Gate La",,38.755485,-77.147070,,,,,,1
76549,6375,"Fair Lakes Pkwy and Fair Lakes Ct",,38.860916,-77.378579,,,,,,1
76550,3887,"Joseph Siewick Dr and Alder Woods Dr",,38.883104,-77.382047,,,,,,1
76551,4735,"Telegraph Rd and Hillview Ave",,38.784358,-77.097955,,,,,,1
76552,6416,"Parkers La and Sherwood Hall La",,38.741998,-77.075935,,,,,,1
76553,6368,"West Ox Rd and Oxon Dr",,38.899278,-77.381065,,,,,,1
76554,6443,"Beulah St and Nelson La",,38.779626,-77.146411,,,,,,1
76555,6367,"Franklin Farm Rd and Ffx County Pkwy W",,38.907398,-77.406252,,,,,,1
76557,4126,"Bushman Dr and Appalachian Cir",,38.871895,-77.296806,,,,,,1
76558,6436,"Leaf Rd and Telegraph Rd",,38.746877,-77.144967,,,,,,1
76559,5892,"Bowman Hill Dr and Fountain Dr",,38.962200,-77.357201,,,,,,1
76560,6348,"Old Keene Mill Rd and Hastings St",,38.777168,-77.197241,,,,,,1
76561,6438,"Hayfield Rd and Kingstowne Village Pkwy E",,38.756066,-77.145531,,,,,,1
76562,6366,"West Ox Rd and Folkstone Dr",,38.909535,-77.380436,,,,,,1
76563,4235,"New Braddock Rd and Singletons Way",,38.828030,-77.430370,,,,,,1
76565,6349,"Sunset Hills Rd and Reston Pkwy W",,38.955016,-77.357546,,,,,,1
76567,6479,"Wiehle Metro Bay C",,38.948550,-77.338472,,,,,,0
76568,2028,"Flat Rock Rd and Flat Rock Ct",,38.774590,-77.152250,,,,,,1
76569,6492,"Spring Mall Dr and Loisdale Rd",,38.772290,-77.178809,,,,,,0
76570,6486,"Wiehle Metro Bay K",,38.948521,-77.339026,,,,,,1
76571,4140,"Chain Bridge Rd and Five Oaks Rd",,38.887489,-77.283106,,,,,,1
76572,6403,"Fountain Dr and Bowman Towne Dr N",,38.962554,-77.356318,,,,,,1
76573,6489,"Tysons Corner Metro Bay F",,38.919905,-77.222906,,,,,,1
76575,6376,"New Braddock Rd and Union Mill Rd",,38.830405,-77.413731,,,,,,1
76576,6414,"Gunston Cove Rd and Cranford St",,38.693263,-77.219511,,,,,,1
76577,6387,"Laughlin Ave and Lowell Ave",,38.932052,-77.178295,,,,,,0
76578,6407,"North Shore Dr and Golf View Ct",,38.956328,-77.345105,,,,,,1
76579,6427,"Edsall Rd and Clifton St",,38.806429,-77.171274,,,,,,1
76580,3145,"Richmond Hwy and Dutchman Dr",,38.698000,-77.213277,,,,,,1
76581,5670,"Spring Hill Rd and Turning Leaf La",,38.936290,-77.232468,,,,,,1
76582,3466,"Summer Ridge Rd and Wescott Hills Way",,38.760430,-77.141860,,,,,,1
76583,6364,"Tysons Blvd and Westbranch Dr",,38.925857,-77.223087,,,,,,1
76584,6413,"Laurel Crest Dr and Paper Birch Dr",,38.713883,-77.226149,,,,,,1
76585,6250,"Hunt Club Rd and Ring Rd",,38.970974,-77.323308,,,,,,1
76586,6192,"South Kings Hwy and Telegraph Rd",,38.767637,-77.119780,,,,,,1
76587,4738,"Telegraph Rd and Ronson Dr",,38.781250,-77.104590,,,,,,1
76588,5890,"West Ox Rd and Autumn Crest Dr",,38.902699,-77.382401,,,,,,1
76589,951,"Richmond Hwy and Kings Village R",,38.746000,-77.083180,,,,,,0
76590,6435,"Telegraph Rd and Highland Meadows Ct",,38.763364,-77.128935,,,,,,1
76591,6408,"Hunter Woods Plz and Colts Neck",,38.935955,-77.361983,,,,,,0
76592,6447,"Harrison La and Polins Ct",,38.765426,-77.094449,,,,,,1
76593,2140,"Gunston Hill Dr and Groom Cottage Dr",,38.697720,-77.220199,,,,,,1
76594,6323,"Vienna Metro North Bay A",,38.878760,-77.272325,,,,,,1
76596,4713,"Southrun Rd and Catia La",,38.728317,-77.233754,,,,,,1
76597,6355,"Dulles Tech Dr and River Birch Rd S",,38.953521,-77.416087,,,,,,1
76598,6429,"Edsall Rd and Clifton St",,38.806468,-77.172318,,,,,,1
76599,6069,"Doerr Rd and Ft Belvoir Hospital",,38.705640,-77.144909,,,,,,1
76600,6412,"Pohick Rd and Alban Rd",,38.723726,-77.209189,,,,,,1
76601,6370,"West Ox Rd and Oxon Dr",,38.899262,-77.381337,,,,,,1
76602,6362,"Tysons Blvd and Galleria Dr",,38.922837,-77.221748,,,,,,1
76603,1199,"Van Dorn Metro Bay E",,38.799549,-77.128365,,,,,,1
76604,3446,"Summer Ridge Rd and Bentley Mill Pl",,38.763510,-77.137110,,,,,,1
76606,6445,"S Kings Hwy and Queens Rd",,38.773551,-77.092932,,,,,,1
76607,5886,"West Ox Rd and Nataniel Oaks Dr",,38.892601,-77.379898,,,,,,1
76608,5904,"Old Centreville Rd and Sawteeth Way",,38.834375,-77.431231,,,,,,1
76609,4724,"Newington Forest Ave and Willowdale Ct",,38.738602,-77.247338,,,,,,1
76610,6481,"Wiehle Metro Bay E",,38.948411,-77.338073,,,,,,1
76611,4721,"Newington Forest Ave and Falling Leaf Rd",,38.743199,-77.240074,,,,,,1
76612,5024,"Paddington La and Gothwaite Dr",,38.837860,-77.459150,,,,,,0
76613,5920,"West Ox Rd and Southfield Dr",,38.902100,-77.382004,,,,,,1
76614,5846,"11550 Sunset Hills Rd",,38.952208,-77.344045,,,,,,1
76617,4016,"Army Navy Dr and S Eads St",,38.865085,-77.055167,,,,,,1
76618,4120,"Blake La and Plattern Dr",,38.876078,-77.287442,,,,,,1
76619,1585,"Centreville Rd and Cedar Run La",,38.926080,-77.416209,,,,,,1
76621,4001,"Elden St and Alabama Dr",,38.964040,-77.398059,,,,,,1
76622,1819,"Elden St and Carlisle Dr",,38.966585,-77.368817,,,,,,1
76628,6065,"Fullerton Rd and Boston Blvd",,38.741411,-77.199121,,,,,,1
76629,2369,"Herndon Pkwy and Grove St",,38.961600,-77.372330,,,,,,1
76630,2502,"Kingstowne Blvd and Kingstowne Village Pkwy",,38.769710,-77.139229,,,,,,1
76632,2624,"Lake Fairfax Dr and Hunt Club Dr",,38.974163,-77.319291,,,,,,1
76634,2632,"Lee Jackson Hwy and Majestic La",,38.879524,-77.393933,,,,,,1
76637,4105,"Legato Rd and Ragan Oaks Ct",,38.862950,-77.363319,,,,,,1
76639,4028,"Lorton Market St and Shoppers Market",,38.702594,-77.221295,,,,,,1
76640,2931,"Nutley St and Tapawingo Rd",,38.886520,-77.269420,,,,,,1
76641,6219,"Old Dominion Dr and Chain Bridge",,38.934063,-77.177860,,,,,,0
76644,3383,"S Lakes Dr and Reston Pkwy",,38.943313,-77.362053,,,,,,1
76645,3311,"Sunset Hills Rd and Isaac Newton Sq (West)",,38.951028,-77.339673,,,,,,1
76646,4303,"Westfields Blvd and Poplar Tree Rd",,38.867113,-77.448327,,,,,,1
76647,6302,"Westpark Dr and Park Run Dr",,38.928990,-77.226689,,,,,,1
76649,3799,"Wiehle Ave and Fairway Dr",,38.962910,-77.333909,,,,,,1
76651,6162,"Wiehle Metro South",,38.946783,-77.339293,,,,,,1
76652,1401,"7387 Boston Blvd",,38.739223,-77.199878,,,,,,1
76653,2019,"Franconia Rd and Frontier Dr",,38.777723,-77.173061,,,,,,1
76654,2114,"Gallows Rd and Strawberry La",,38.871353,-77.227438,,,,,,1
76655,2100,"Gallows Rd and Lee Hwy",,38.873851,-77.227260,,,,,,1
76656,4651,"Guinea Rd and Falmead Rd W",,38.799382,-77.293343,,,,,,1
76657,6019,"Grove St and Post Dr",,38.965395,-77.375568,,,,,,1
76658,6018,"Grove St and Post Dr",,38.965234,-77.375686,,,,,,1
76659,6402,"Post Dr and Elden St",,38.966772,-77.375418,,,,,,1
76660,5843,"Sunset Hills Rd and Ymca-Reston",,38.955362,-77.368497,,,,,,1
76661,2395,"Herndon Pkwy and Tamarack Way",,38.967744,-77.371211,,,,,,1
76662,2386,"Herndon Pkwy and Spring St",,38.959769,-77.373395,,,,,,1
76663,2368,"Herndon Pkwy and Grove St",,38.963197,-77.371501,,,,,,1
76664,4732,"Wiehle Ave and Roger Bacon Dr",,38.951966,-77.335041,,,,,,1
76665,1630,"Colts Neck Rd and Hunters Woods Plz",,38.938171,-77.361970,,,,,,1
76666,3341,"Sunset Hills Rd and Wiehle Ave",,38.950584,-77.337443,,,,,,1
76667,3342,"Sunset Hills Rd and Wiehle Ave",,38.950240,-77.336857,,,,,,1
76668,4100,"West Ox Rd and Bennett Rd",,38.895528,-77.380578,,,,,,1
76670,6149,"21St St and Middleton Rd",,38.687770,-77.136977,,,,,,1
76673,974,"Richmond Hwy and Lockheed Blvd",,38.758790,-77.083714,,,,,,0
76674,953,"Richmond Hwy and Woodlawn Ter",,38.751113,-77.083054,,,,,,0
76675,1009,"Richmond Hwy and Lockheed Blvd",,38.758494,-77.083956,,,,,,0
76676,6114,"Pohick Rd and Whernside St",,38.711303,-77.197952,,,,,,0
76677,3848,"Beulah St and Grovedale Dr",,38.777663,-77.147855,,,,,,1
76678,2737,"Manchester Blvd and Silverlake Blvd",,38.764751,-77.154322,,,,,,1
76679,6148,"Goethals Rd and Constitution Rd",,38.714053,-77.146994,,,,,,1
76680,6303,"Westpark Dr and Westbranch Dr",,38.927798,-77.222525,,,,,,1
76681,6305,"7948 Westpark Dr",,38.926250,-77.220278,,,,,,1
76682,3691,"Tyco Rd and Spring Hill Rd",,38.931319,-77.236499,,,,,,1
76683,6238,"Maple Ave and Beulah Rd NE",,38.907441,-77.257726,,,,,,1
76684,6235,"Maple Ave and Pleasant St Southwest",,38.898006,-77.269575,,,,,,1
76686,5766,"Pentagon City Metro",,38.863181,-77.059143,,,,,,1
76687,4217,"Lee Jackson Hwy and Galesbury La",,38.889074,-77.418659,,,,,,1
76688,4211,"Lee Jackson Hwy and Chantilly Rd",,38.890852,-77.422265,,,,,,1
76689,4215,"Lee Jackson Hwy and Elmwood St",,38.892168,-77.426568,,,,,,1
76690,6357,"Chain Bridge Rd and Redmond Dr",,38.932972,-77.178740,,,,,,0
76691,5461,"Chain Bridge Rd and Laughlin Ave",,38.931790,-77.180359,,,,,,0
76693,6206,"Farm Credit Administration",,38.932098,-77.202343,,,,,,1
76694,5664,"Lewinsville Rd and Old Falls Rd",,38.940892,-77.215781,,,,,,1
76695,3334,"Sunset Hills Rd and Town Center Pkwy",,38.953883,-77.359346,,,,,,1
76698,6319,"23Rd St and Crystal Dr",,38.853496,-77.050205,,,,,,1
76699,3851,"Beulah St and Charles Arrington",,38.767796,-77.155183,,,,,,0
76700,2072,"Gallows Rd and Aston St",,38.851395,-77.214323,,,,,,1
76701,3870,"Gallows Rd and Madrillon Rd",,38.910976,-77.225528,,,,,,1
76702,5840,"Groom Cottage Dr and Samuel Wallis St",,38.698926,-77.220516,,,,,,1
76703,1859,"Ffx County Pkwy and Whitlers Creek Dr",,38.757971,-77.225146,,,,,,1
76809,6153,"Patriot Ridge",,38.746813,-77.188177,,,,,,1
76811,4027,"Lorton Market St and Shoppers Market",,38.703472,-77.221030,,,,,,1
76812,4323,"Richmond Hwy and Hagel Cir",,38.696282,-77.215398,,,,,,1
76813,2464,"Jones Branch Dr and 495 Express Lane",,38.927838,-77.216383,,,,,,1
76816,1602,"Sunrise Valley Dr and Dulles Tech Dr",,38.953012,-77.410455,,,,,,1
76997,5377,"Gosnell Rd and Raglan Rd",,38.920472,-77.238709,,,,,,1
76999,3106,"2711 Prosperity Ave",,38.879198,-77.236074,,,,,,1
77004,6248,"Tapawingo Rd and Cottage St",,38.891196,-77.259736,,,,,,1
77006,6494,"Wiehle Ave and Inlet Ct",,38.965970,-77.332511,,,,,,1
77010,6497,"Wiehle Metro South",,38.946618,-77.339250,,,,,,1
77011,6495,"Air + Space Museum Pkwy and Wall Rd",,38.916422,-77.422858,,,,,,1
77015,3939,"Herndon-Monroe P+R Bay F",,38.951666,-77.384320,,,,,,0
77017,6505,"N Shore Dr and Jonathan Wy",,38.961791,-77.351126,,,,,,1
77018,4321,"Herndon-Monroe P+R",,38.951652,-77.382791,,,,,,1
77019,6498,"Wiehle Metro South",,38.946516,-77.339053,,,,,,1
77020,6437,"Telegraph Rd and Hayfield Rd",,38.753682,-77.138567,,,,,,1
77021,3788,"Whernside St and Charlesborough",,38.712320,-77.193750,,,,,,0
77023,5376,"Old Courthouse Rd and Old Courthouse Rd",,38.918195,-77.238494,,,,,,1
77024,3936,"Herndon-Monroe P+R",,38.951657,-77.383537,,,,,,1
77028,6470,"Franconia Rd and Westchester St",,38.785911,-77.123062,,,,,,1
77029,6309,"Chain Bridge Rd and Horse Shoe D",,38.915459,-77.239746,,,,,,1
77037,1358,"Beulah St and Clemaline Blvd",,38.742899,-77.165279,,,,,,1
77038,5578,"Cedar La and Bowling Green Dr",,38.886600,-77.243300,,,,,,1
77039,6503,"Cedar La and Cottage St",,38.882600,-77.245200,,,,,,1
77042,5580,"Cedar La and Cottage St",,38.882414,-77.245548,,,,,,1
77043,5581,"Cedar La and Desale St",,38.884681,-77.244010,,,,,,1
77045,5579,"Cedar La and Desale St",,38.884953,-77.244120,,,,,,1
77046,5582,"Cedar La and Bowling Green Dr",,38.886800,-77.242800,,,,,,1
77047,6499,"Hilltop Rd and Morada Ct",,38.877800,-77.244500,,,,,,1
77048,6500,"Hilltop Rd and Morada Ct",,38.878000,-77.244600,,,,,,1
77050,6501,"Hilltop Rd and Willowmere Dr",,38.876700,-77.241500,,,,,,1
77052,3105,"2741 Prosperity Ave",,38.877100,-77.236400,,,,,,1
77054,3104,"2730 Prosperity Ave",,38.876897,-77.236617,,,,,,0
77056,3103,"2710 Prosperity Ave",,38.879303,-77.236316,,,,,,0
77058,5375,"Old Courthouse Rd and Chain Bridge Rd",,38.916900,-77.237800,,,,,,1
77060,6504,"Gosnell Rd and Tyspring St",,38.921900,-77.238336,,,,,,1
77061,5368,"Gosnell Rd and Leesburg Pike",,38.923559,-77.237419,,,,,,1
77062,5372,"Gosnell Rd and Wall St",,38.919794,-77.238973,,,,,,1
77063,5373,"Old Courthouse Rd and Old Courthouse Rd",,38.917937,-77.238783,,,,,,1
77064,5374,"Old Courthouse Rd and Chain Bridge Rd",,38.916591,-77.237866,,,,,,1
77066,3790,"Whernside St and Whernside Ct",,38.712451,-77.194296,,,,,,0
77067,3789,"Whernside St and Two Bays Rd",,38.712077,-77.196103,,,,,,0
77068,3791,"Whernside St and Wilma La",,38.712023,-77.195913,,,,,,0
77069,2295,"Hilltop Rd and Old Lee Hwy",,38.875659,-77.238054,,,,,,1
